Date,Category,Product,Quantity,Unit Price,Discount %,Revenue,Shipping Cost,Profit,Region,Salesperson,Customer ID,Return Status
2025-05-14,Groceries,Coffee Beans,12,$25.00,0%,$300.00,$29.55,$89.03,East,Frank,CUST0153,No
2025-05-15,Sports,Dumbbells,3,$82.00,0%,$246.00,$34.58,$109.34,West,Bob,CUST0076,No
2025-05-15,Sports,Bicycle Helmet,10,$33.41,0%,$334.10,$13.13,$105.23,Central,Frank,CUST0018,No
2025-05-15,Furniture,Sofa,19,"$1,464.21",0%,"$27,819.99",$31.28,"$13,664.48",East,Frank,CUST0018,No
2025-05-15,Groceries,Olive Oil,7,$7.10,0%,$49.70,$36.83,-$15.85,Central,Eve,CUST0128,No
2025-05-15,Sports,Dumbbells,17,$28.78,20%,$391.41,$8.85,$158.73,East,Bob,CUST0112,No
2025-05-16,Sports,Yoga Mat,13,$40.20,0%,$522.60,$20.19,$144.17,West,Frank,CUST0005,No
2025-05-16,Clothing,T-Shirt,10,$21.31,20%,$170.48,$30.59,$20.61,West,Hank,CUST0089,No
2025-05-16,Sports,Running Shoes,14,$123.72,5%,"$1,645.48",$48.61,$754.48,Central,Bob,CUST0105,No
2025-05-17,Electronics,Monitor,20,$515.74,15%,"$8,767.58",$30.09,"$3,976.40",North,Carlos,CUST0045,No
2025-05-17,Furniture,Standing Desk,15,$781.95,5%,"$11,142.79",$14.95,"$4,700.19",North,Frank,CUST0140,No
2025-05-17,Electronics,Monitor,10,$557.08,15%,"$4,735.18",$28.10,"$2,614.34",Central,Frank,CUST0156,No
2025-05-18,Groceries,Coffee Beans,12,$15.34,0%,$184.08,$17.48,$66.10,West,Diana,CUST0104,Yes
2025-05-18,Clothing,Jeans,3,$84.54,0%,$253.62,$46.72,$89.57,North,Hank,CUST0164,Yes
2025-05-18,Sports,Bicycle Helmet,17,$99.70,20%,"$1,355.92",$40.52,$451.62,East,Bob,CUST0189,No
2025-05-18,Sports,Bicycle Helmet,18,$35.93,10%,$582.07,$18.06,$228.35,North,Frank,CUST0112,No
2025-05-19,Clothing,Jacket,12,$159.54,15%,"$1,627.31",$8.00,$530.54,West,Bob,CUST0066,No
2025-05-19,Clothing,Jeans,14,$65.95,10%,$830.97,$46.74,$403.45,South,Eve,CUST0034,No
2025-05-19,Groceries,Pasta,4,$7.19,0%,$28.76,$5.13,$11.80,South,Carlos,CUST0100,No
2025-05-19,Clothing,Dress,19,$95.45,0%,"$1,813.55",$42.32,$604.90,South,Hank,CUST0010,No
2025-05-19,Sports,Running Shoes,16,$185.19,0%,"$2,963.04",$5.34,"$1,434.32",East,Eve,CUST0065,No
2025-05-19,Furniture,Bookshelf,12,$181.27,10%,"$1,957.72",$34.42,"$1,083.60",Central,Diana,CUST0033,No
2025-05-19,Electronics,Webcam,6,$141.32,15%,$720.73,$14.68,$331.15,North,Grace,CUST0114,No
2025-05-20,Groceries,Olive Oil,6,$7.60,10%,$41.04,$26.13,-$11.28,South,Alice,CUST0005,No
2025-05-21,Electronics,Tablet,20,$553.01,0%,"$11,060.20",$9.65,"$4,905.18",West,Hank,CUST0004,No
2025-05-21,Sports,Running Shoes,9,$132.99,15%,"$1,017.37",$22.61,$443.34,East,Hank,CUST0179,No
2025-05-21,Sports,Bicycle Helmet,12,$42.53,10%,$459.32,$35.64,$141.34,Central,Grace,CUST0164,No
2025-05-22,Electronics,Smartphone,14,$403.46,0%,"$5,648.44",$10.28,"$2,334.61",South,Alice,CUST0086,No
2025-05-22,Groceries,Pasta,4,$4.57,20%,$14.62,$10.56,-$3.59,West,Alice,CUST0117,No
2025-05-22,Clothing,Sneakers,4,$92.58,5%,$351.80,$44.18,$70.80,North,Diana,CUST0178,No
2025-05-22,Electronics,Webcam,1,$139.40,10%,$125.46,$33.34,$14.43,East,Carlos,CUST0037,Yes
2025-05-24,Groceries,Coffee Beans,11,$18.81,10%,$186.22,$25.75,$64.26,East,Alice,CUST0136,Yes
2025-05-24,Groceries,Chocolate,19,$5.05,0%,$95.95,$41.44,$13.07,Central,Diana,CUST0017,No
2025-05-24,Furniture,Standing Desk,19,$745.77,10%,"$12,752.67",$36.05,"$6,451.80",South,Frank,CUST0102,No
2025-05-24,Electronics,Smartphone,5,$378.88,15%,"$1,610.24",$42.66,$483.17,North,Alice,CUST0166,No
2025-05-24,Clothing,Jacket,4,$99.81,15%,$339.35,$22.75,$114.86,North,Grace,CUST0152,No
2025-05-25,Electronics,Smartphone,7,$310.31,0%,"$2,172.17",$22.75,$768.53,West,Alice,CUST0085,Yes
2025-05-25,Groceries,Coffee Beans,5,$20.52,20%,$82.08,$27.31,$19.45,Central,Frank,CUST0006,No
2025-05-25,Clothing,Dress,4,$93.35,0%,$373.40,$44.09,$116.10,East,Eve,CUST0183,No
2025-05-25,Electronics,Laptop,5,"$1,102.40",10%,"$4,960.80",$18.01,"$2,633.10",South,Bob,CUST0091,No
2025-05-26,Groceries,Chocolate,18,$14.71,0%,$264.78,$8.71,$148.18,West,Frank,CUST0040,No
2025-05-26,Clothing,Sneakers,5,$67.76,20%,$271.04,$40.80,$53.59,North,Alice,CUST0066,No
2025-05-26,Furniture,Sofa,20,"$1,066.74",5%,"$20,268.06",$5.95,"$7,067.47",North,Diana,CUST0184,No
2025-05-27,Electronics,Laptop,20,"$1,312.88",0%,"$26,257.60",$25.82,"$11,684.20",Central,Diana,CUST0010,No
2025-05-27,Clothing,Jeans,15,$72.11,0%,"$1,081.65",$3.43,$594.19,Central,Diana,CUST0090,No
2025-05-27,Clothing,T-Shirt,1,$47.74,0%,$47.74,$38.33,-$23.42,West,Frank,CUST0034,No
2025-05-27,Clothing,Dress,18,$26.87,0%,$483.66,$39.87,$182.78,South,Eve,CUST0172,No
2025-05-27,Sports,Dumbbells,7,$62.12,15%,$369.61,$16.47,$144.47,South,Alice,CUST0106,No
2025-05-29,Sports,Dumbbells,14,$127.32,0%,"$1,782.48",$28.50,$974.11,South,Eve,CUST0137,Yes
2025-05-29,Clothing,Jeans,4,$35.59,5%,$135.24,$17.42,$47.28,East,Bob,CUST0164,Yes
2025-05-29,Clothing,Dress,10,$59.08,15%,$502.18,$14.25,$244.08,South,Frank,CUST0049,No
2025-05-30,Groceries,Chocolate,5,$7.45,5%,$35.39,$31.06,-$10.26,South,Diana,CUST0186,No
2025-05-30,Clothing,Jeans,4,$102.01,5%,$387.64,$28.17,$155.87,South,Bob,CUST0163,Yes
2025-05-30,Sports,Running Shoes,9,$194.01,0%,"$1,746.09",$44.52,$828.41,East,Diana,CUST0190,No
2025-05-30,Groceries,Coffee Beans,3,$28.04,5%,$79.91,$22.69,$2.93,South,Eve,CUST0179,No
2025-05-30,Groceries,Pasta,2,$8.21,0%,$16.42,$17.34,-$8.51,North,Hank,CUST0053,No
2025-05-30,Sports,Yoga Mat,20,$22.98,10%,$413.64,$4.83,$146.08,North,Hank,CUST0169,No
2025-05-30,Sports,Dumbbells,4,$60.27,15%,$204.92,$29.20,$47.57,East,Frank,CUST0193,No
2025-05-31,Sports,Yoga Mat,12,$47.37,0%,$568.44,$20.82,$300.61,East,Eve,CUST0041,No
2025-05-31,Electronics,Webcam,19,$125.94,15%,"$2,033.93",$29.77,"$1,129.54",West,Frank,CUST0095,No
2025-05-31,Groceries,Chocolate,6,$6.24,10%,$33.70,$34.51,-$19.95,West,Hank,CUST0171,No
2025-06-01,Electronics,Webcam,20,$148.94,0%,"$2,978.80",$16.48,"$1,697.07",East,Eve,CUST0034,No
2025-06-01,Electronics,Laptop,8,"$1,088.67",0%,"$8,709.36",$36.24,"$5,165.49",North,Hank,CUST0169,No
2025-06-01,Sports,Yoga Mat,3,$26.57,15%,$67.75,$26.63,-$0.79,West,Eve,CUST0053,No
2025-06-02,Sports,Tennis Racket,16,$116.34,0%,"$1,861.44",$19.57,$989.25,North,Carlos,CUST0191,No
2025-06-02,Clothing,Jeans,2,$40.10,20%,$64.16,$12.50,$24.21,West,Carlos,CUST0049,No
2025-06-02,Furniture,Office Chair,10,$356.25,0%,"$3,562.50",$40.14,"$1,768.43",North,Bob,CUST0176,No
2025-06-03,Clothing,Dress,18,$81.96,20%,"$1,180.22",$12.56,$582.75,South,Frank,CUST0126,No
2025-06-03,Furniture,Office Chair,5,$149.40,0%,$747.00,$32.78,$401.12,North,Hank,CUST0071,No
2025-06-04,Groceries,Olive Oil,10,$8.81,0%,$88.10,$32.56,$13.48,West,Diana,CUST0060,No
2025-06-04,Clothing,Sneakers,13,$145.03,0%,"$1,885.39",$29.08,"$1,037.74",Central,Frank,CUST0023,No
2025-06-05,Sports,Dumbbells,9,$87.16,0%,$784.44,$5.10,$379.05,North,Bob,CUST0080,No
2025-06-05,Electronics,Webcam,16,$51.42,5%,$781.58,$25.51,$240.20,West,Carlos,CUST0169,No
2025-06-05,Electronics,Headphones,13,$85.25,20%,$886.60,$35.49,$416.90,North,Frank,CUST0128,Yes
2025-06-05,Sports,Yoga Mat,17,$51.00,0%,$867.00,$31.92,$386.58,East,Alice,CUST0132,No
2025-06-05,Furniture,Bookshelf,19,$204.67,15%,"$3,305.42",$36.97,"$1,719.79",North,Diana,CUST0012,No
2025-06-07,Clothing,Sneakers,1,$50.80,10%,$45.72,$45.87,-$24.60,South,Alice,CUST0060,No
2025-06-07,Furniture,Bookshelf,10,$73.57,0%,$735.70,$11.60,$276.77,Central,Carlos,CUST0148,No
2025-06-08,Clothing,T-Shirt,6,$21.81,15%,$111.23,$41.14,$14.55,North,Carlos,CUST0162,No
2025-06-08,Clothing,Sneakers,5,$168.77,5%,$801.66,$31.32,$236.49,Central,Frank,CUST0183,No
2025-06-09,Electronics,Monitor,18,$191.46,20%,"$2,757.02",$8.28,"$1,515.06",North,Hank,CUST0157,No
2025-06-09,Sports,Dumbbells,4,$20.06,0%,$80.24,$38.27,$4.15,East,Carlos,CUST0120,Yes
2025-06-09,Furniture,Office Chair,17,$230.85,0%,"$3,924.45",$15.98,"$1,596.23",North,Frank,CUST0010,No
2025-06-10,Sports,Running Shoes,10,$99.75,20%,$798.00,$5.51,$450.31,West,Carlos,CUST0001,No
2025-06-10,Sports,Dumbbells,10,$62.07,0%,$620.70,$29.92,$165.15,North,Carlos,CUST0193,Yes
2025-06-11,Electronics,Smartphone,16,$799.51,10%,"$11,512.94",$24.48,"$4,789.33",Central,Frank,CUST0042,No
2025-06-11,Electronics,Tablet,17,$630.22,0%,"$10,713.74",$7.77,"$3,537.61",West,Bob,CUST0008,No
2025-06-11,Furniture,Standing Desk,14,$657.32,0%,"$9,202.48",$12.91,"$3,606.75",Central,Eve,CUST0150,No
2025-06-12,Electronics,Laptop,3,$954.31,0%,"$2,862.93",$7.38,"$1,061.39",Central,Bob,CUST0080,No
2025-06-13,Sports,Dumbbells,13,$112.68,15%,"$1,245.11",$33.54,$549.88,South,Diana,CUST0017,No
2025-06-13,Clothing,T-Shirt,16,$12.34,10%,$177.70,$33.64,$24.34,East,Hank,CUST0062,No
2025-06-14,Furniture,Sofa,9,$578.10,0%,"$5,202.90",$14.00,"$2,064.16",East,Grace,CUST0121,Yes
2025-06-15,Sports,Running Shoes,13,$181.52,20%,"$1,887.81",$32.87,$769.14,Central,Eve,CUST0133,No
2025-06-15,Furniture,Bookshelf,11,$82.93,15%,$775.40,$13.60,$231.24,North,Eve,CUST0051,No
2025-06-16,Clothing,Jeans,14,$111.63,20%,"$1,250.26",$15.09,$622.06,South,Grace,CUST0197,No
2025-06-16,Sports,Bicycle Helmet,8,$62.28,15%,$423.50,$34.58,$121.63,South,Frank,CUST0141,No
2025-06-16,Furniture,Sofa,5,"$1,056.17",20%,"$4,224.68",$43.56,"$1,249.78",North,Bob,CUST0018,No
2025-06-16,Electronics,Laptop,13,"$1,176.20",15%,"$12,997.01",$36.79,"$4,330.69",East,Diana,CUST0024,Yes
2025-06-16,Groceries,Coffee Beans,10,$24.15,10%,$217.35,$12.17,$108.91,Central,Alice,CUST0033,No
2025-06-16,Electronics,Tablet,1,$294.53,20%,$235.62,$40.69,$41.66,West,Frank,CUST0168,No
2025-06-17,Sports,Yoga Mat,4,$24.33,20%,$77.86,$36.89,$3.84,East,Diana,CUST0144,No
2025-06-18,Clothing,Dress,4,$42.28,5%,$160.66,$47.50,$6.32,South,Hank,CUST0130,No
2025-06-18,Sports,Tennis Racket,20,$53.70,10%,$966.60,$35.00,$383.68,North,Hank,CUST0001,No
2025-06-18,Sports,Tennis Racket,15,$120.02,0%,"$1,800.30",$28.65,$967.78,Central,Carlos,CUST0132,No
2025-06-19,Electronics,Headphones,1,$271.90,20%,$217.52,$15.37,$55.20,Central,Diana,CUST0046,Yes
2025-06-19,Sports,Bicycle Helmet,1,$48.05,15%,$40.84,$37.95,-$13.53,North,Grace,CUST0168,No
2025-06-19,Electronics,Tablet,7,$597.40,5%,"$3,972.71",$26.33,"$1,315.83",Central,Bob,CUST0022,Yes
2025-06-19,Furniture,Standing Desk,1,$647.48,0%,$647.48,$43.77,$161.23,East,Carlos,CUST0114,No
2025-06-20,Sports,Dumbbells,2,$84.21,20%,$134.74,$33.24,$34.74,South,Diana,CUST0095,No
2025-06-20,Sports,Tennis Racket,15,$46.78,0%,$701.70,$34.70,$200.66,South,Bob,CUST0094,Yes
2025-06-20,Groceries,Olive Oil,11,$15.08,0%,$165.88,$32.93,$40.69,Central,Hank,CUST0060,No
2025-06-20,Sports,Tennis Racket,11,$57.17,0%,$628.87,$24.35,$231.98,South,Hank,CUST0070,No
2025-06-21,Sports,Dumbbells,14,$68.38,0%,$957.32,$17.15,$486.29,Central,Eve,CUST0156,No
2025-06-21,Sports,Tennis Racket,17,$189.27,15%,"$2,734.95",$41.96,$819.82,North,Diana,CUST0154,No
2025-06-21,Clothing,Jacket,15,$148.88,0%,"$2,233.20",$12.19,$760.90,East,Alice,CUST0043,No
2025-06-21,Furniture,Standing Desk,11,$708.99,15%,"$6,629.06",$28.28,"$2,337.44",North,Eve,CUST0006,No
2025-06-21,Groceries,Chocolate,13,$12.59,10%,$147.30,$28.45,$42.08,Central,Frank,CUST0156,No
2025-06-22,Groceries,Pasta,6,$9.06,20%,$43.49,$22.94,-$3.55,West,Grace,CUST0041,No
2025-06-22,Sports,Tennis Racket,7,$169.68,5%,"$1,128.37",$46.56,$484.08,East,Alice,CUST0023,Yes
2025-06-22,Clothing,Jeans,1,$86.52,5%,$82.19,$31.94,$7.29,East,Hank,CUST0040,No
2025-06-22,Electronics,Monitor,5,$396.13,0%,"$1,980.65",$22.30,$720.06,West,Eve,CUST0032,No
2025-06-23,Groceries,Chocolate,17,$4.19,0%,$71.23,$34.19,$1.70,Central,Grace,CUST0194,No
2025-06-23,Groceries,Olive Oil,4,$6.61,10%,$23.80,$10.00,$2.91,East,Eve,CUST0102,No
2025-06-24,Groceries,Chocolate,11,$13.48,0%,$148.28,$3.37,$73.15,South,Grace,CUST0115,No
2025-06-24,Sports,Tennis Racket,6,$139.49,5%,$795.09,$31.53,$258.30,West,Bob,CUST0121,No
2025-06-24,Furniture,Dining Table,20,$646.04,0%,"$12,920.80",$44.86,"$7,703.86",East,Carlos,CUST0121,No
2025-06-24,Sports,Dumbbells,20,$119.04,20%,"$1,904.64",$40.01,$802.50,North,Bob,CUST0016,No
2025-06-24,Furniture,Bookshelf,15,$115.20,0%,"$1,728.00",$15.33,$574.28,East,Grace,CUST0157,Yes
2025-06-25,Electronics,Monitor,12,$176.62,0%,"$2,119.44",$10.92,$648.06,East,Grace,CUST0079,No
2025-06-25,Sports,Bicycle Helmet,5,$63.31,0%,$316.55,$31.38,$137.86,Central,Hank,CUST0156,No
2025-06-25,Clothing,Dress,1,$83.24,0%,$83.24,$20.30,$26.89,West,Diana,CUST0110,No
2025-06-25,Electronics,Smartphone,20,$705.98,10%,"$12,707.64",$15.12,"$4,996.97",West,Alice,CUST0112,No
2025-06-25,Furniture,Sofa,10,"$1,300.49",10%,"$11,704.41",$49.24,"$4,139.42",Central,Eve,CUST0170,No
2025-06-26,Clothing,Sneakers,8,$80.97,0%,$647.76,$43.95,$315.29,East,Grace,CUST0010,No
2025-06-26,Sports,Dumbbells,19,$72.47,0%,"$1,376.93",$43.81,$690.53,East,Bob,CUST0058,No
2025-06-26,Clothing,Jeans,11,$64.01,0%,$704.11,$19.99,$293.50,West,Bob,CUST0061,No
2025-06-27,Clothing,Sneakers,9,$199.88,0%,"$1,798.92",$42.94,$506.82,West,Eve,CUST0190,No
2025-06-27,Sports,Running Shoes,2,$90.54,20%,$144.86,$13.96,$69.04,South,Frank,CUST0134,No
2025-06-27,Electronics,Monitor,14,$263.88,0%,"$3,694.32",$31.38,"$1,212.96",North,Bob,CUST0047,No
2025-06-27,Electronics,Smartphone,15,$311.61,0%,"$4,674.15",$15.54,"$2,121.14",East,Bob,CUST0141,No
2025-06-27,Furniture,Office Chair,18,$118.75,10%,"$1,923.75",$9.58,$703.87,West,Alice,CUST0196,No
2025-06-28,Furniture,Office Chair,10,$402.47,5%,"$3,823.47",$34.65,"$1,634.93",South,Diana,CUST0118,No
2025-06-28,Electronics,Tablet,7,$238.97,10%,"$1,505.51",$7.56,$568.22,South,Diana,CUST0146,No
2025-06-28,Electronics,Smartphone,8,$384.78,10%,"$2,770.42",$10.37,"$1,614.35",East,Alice,CUST0048,No
2025-06-28,Clothing,Jacket,12,$233.36,0%,"$2,800.32",$15.31,"$1,619.95",Central,Frank,CUST0177,No
2025-06-28,Electronics,Tablet,17,$292.78,0%,"$4,977.26",$8.30,"$2,385.59",South,Grace,CUST0068,No
2025-06-29,Groceries,Chocolate,10,$11.87,10%,$106.83,$18.81,$18.74,Central,Eve,CUST0122,No
2025-06-29,Sports,Bicycle Helmet,3,$34.81,0%,$104.43,$4.38,$29.94,North,Hank,CUST0189,No
2025-06-30,Groceries,Pasta,18,$9.07,0%,$163.26,$36.64,$31.59,West,Hank,CUST0186,No
2025-06-30,Electronics,Monitor,6,$442.17,5%,"$2,520.37",$4.96,"$1,035.99",South,Hank,CUST0090,No
2025-06-30,Electronics,Smartphone,19,$729.37,0%,"$13,858.03",$38.86,"$7,334.74",East,Carlos,CUST0076,No
2025-06-30,Sports,Tennis Racket,2,$187.39,15%,$318.56,$49.42,$106.35,North,Bob,CUST0122,No
2025-06-30,Clothing,Dress,2,$99.29,5%,$188.65,$5.72,$100.22,East,Bob,CUST0055,No
2025-07-01,Electronics,Headphones,11,$199.13,10%,"$1,971.39",$6.16,$849.45,Central,Bob,CUST0015,No
2025-07-01,Clothing,Dress,9,$101.12,5%,$864.58,$23.27,$380.33,South,Diana,CUST0081,No
2025-07-01,Electronics,Smartphone,12,$713.16,20%,"$6,846.34",$21.63,"$2,440.11",North,Bob,CUST0079,No
2025-07-01,Furniture,Bookshelf,2,$114.23,20%,$182.77,$7.20,$70.98,North,Carlos,CUST0107,No
2025-07-01,Clothing,Jeans,16,$94.73,15%,"$1,288.33",$8.79,$711.74,West,Bob,CUST0178,No
2025-07-02,Electronics,Monitor,15,$599.63,0%,"$8,994.45",$32.83,"$4,811.39",East,Grace,CUST0068,No
2025-07-02,Groceries,Coffee Beans,10,$10.21,0%,$102.10,$10.00,$48.24,South,Frank,CUST0061,No
2025-07-02,Clothing,T-Shirt,5,$39.44,10%,$177.48,$41.09,$19.64,South,Diana,CUST0198,No
2025-07-03,Clothing,Jeans,12,$72.36,0%,$868.32,$20.13,$268.45,North,Hank,CUST0169,No
2025-07-04,Clothing,Dress,2,$98.26,0%,$196.52,$5.64,$92.07,East,Bob,CUST0121,No
2025-07-04,Electronics,Smartphone,5,$961.13,15%,"$4,084.80",$49.28,"$2,051.78",West,Bob,CUST0116,No
2025-07-04,Groceries,Pasta,16,$3.97,15%,$53.99,$15.72,$7.47,East,Bob,CUST0065,No
2025-07-05,Electronics,Tablet,13,$349.31,20%,"$3,632.82",$44.91,"$1,223.97",Central,Diana,CUST0125,No
2025-07-05,Groceries,Olive Oil,17,$11.53,15%,$166.61,$15.69,$43.88,West,Grace,CUST0188,No
2025-07-05,Clothing,Jeans,20,$76.78,10%,"$1,382.04",$13.44,$651.88,East,Carlos,CUST0076,No
2025-07-05,Clothing,Dress,6,$110.73,5%,$631.16,$23.93,$251.89,North,Diana,CUST0022,No
2025-07-05,Sports,Yoga Mat,15,$21.62,10%,$291.87,$27.09,$125.66,Central,Grace,CUST0151,No
2025-07-06,Furniture,Standing Desk,17,$270.50,0%,"$4,598.50",$32.09,"$1,536.83",West,Diana,CUST0071,No
2025-07-06,Sports,Yoga Mat,13,$43.52,0%,$565.76,$17.32,$315.15,East,Diana,CUST0040,No
2025-07-06,Furniture,Standing Desk,10,$292.97,20%,"$2,343.76",$40.04,"$1,009.25",Central,Alice,CUST0170,No
2025-07-07,Clothing,Sneakers,18,$189.20,0%,"$3,405.60",$5.90,"$2,011.21",West,Frank,CUST0122,No
2025-07-07,Electronics,Webcam,11,$79.25,20%,$697.40,$25.38,$189.07,Central,Hank,CUST0035,Yes
2025-07-07,Sports,Dumbbells,8,$46.15,15%,$313.82,$31.61,$147.35,South,Frank,CUST0048,No
2025-07-08,Electronics,Monitor,16,$151.80,0%,"$2,428.80",$25.05,"$1,169.10",South,Diana,CUST0021,No
2025-07-08,Sports,Tennis Racket,6,$189.71,0%,"$1,138.26",$5.35,$554.76,West,Carlos,CUST0174,No
2025-07-08,Groceries,Cheese,17,$17.01,10%,$260.25,$33.51,$87.12,West,Frank,CUST0076,No
2025-07-09,Sports,Bicycle Helmet,10,$40.84,0%,$408.40,$48.53,$125.55,East,Alice,CUST0013,No
2025-07-09,Sports,Bicycle Helmet,10,$56.24,0%,$562.40,$21.46,$236.64,East,Grace,CUST0014,No
2025-07-10,Furniture,Dining Table,16,$839.80,0%,"$13,436.80",$10.16,"$5,489.92",North,Grace,CUST0165,No
2025-07-11,Furniture,Office Chair,9,$157.90,15%,"$1,207.94",$29.10,$604.68,South,Bob,CUST0063,No
2025-07-11,Electronics,Monitor,4,$569.62,5%,"$2,164.56",$38.25,$855.39,West,Alice,CUST0171,No
2025-07-11,Groceries,Cheese,3,$9.80,5%,$27.93,$10.61,$1.82,North,Frank,CUST0115,No
2025-07-11,Electronics,Laptop,3,$891.04,0%,"$2,673.12",$28.55,"$1,563.83",Central,Hank,CUST0139,No
2025-07-11,Electronics,Webcam,17,$105.98,5%,"$1,711.58",$36.90,$585.75,South,Diana,CUST0152,No
2025-07-12,Electronics,Laptop,11,"$1,013.22",5%,"$10,588.15",$26.06,"$5,212.59",West,Eve,CUST0094,No
2025-07-12,Furniture,Sofa,13,$704.81,0%,"$9,162.53",$8.68,"$3,608.44",South,Alice,CUST0152,No
2025-07-12,Groceries,Coffee Beans,18,$13.77,5%,$235.47,$38.95,$48.30,West,Alice,CUST0105,No
2025-07-12,Electronics,Webcam,9,$128.36,0%,"$1,155.24",$42.93,$337.63,North,Diana,CUST0095,Yes
2025-07-13,Sports,Dumbbells,20,$130.92,10%,"$2,356.56",$17.68,$958.89,North,Hank,CUST0068,No
2025-07-13,Clothing,Jeans,9,$91.07,5%,$778.65,$41.95,$411.10,North,Hank,CUST0119,No
2025-07-14,Sports,Bicycle Helmet,6,$37.58,20%,$180.38,$22.54,$65.60,South,Alice,CUST0027,No
2025-07-14,Clothing,Sneakers,18,$74.80,5%,"$1,279.08",$35.66,$551.72,East,Alice,CUST0114,Yes
2025-07-14,Sports,Tennis Racket,18,$91.86,10%,"$1,488.13",$44.79,$495.72,North,Grace,CUST0050,Yes
2025-07-14,Groceries,Chocolate,15,$13.58,0%,$203.70,$4.21,$73.36,North,Diana,CUST0187,No
2025-07-14,Electronics,Tablet,8,$287.25,5%,"$2,183.10",$48.05,$946.28,West,Carlos,CUST0021,Yes
2025-07-15,Furniture,Dining Table,13,$368.67,0%,"$4,792.71",$9.15,"$2,640.81",Central,Bob,CUST0170,No
2025-07-15,Groceries,Chocolate,14,$3.75,15%,$44.62,$40.12,-$22.65,South,Hank,CUST0041,No
2025-07-15,Groceries,Coffee Beans,19,$25.53,0%,$485.07,$4.57,$284.96,West,Alice,CUST0192,No
2025-07-15,Electronics,Smartphone,4,$416.84,0%,"$1,667.36",$6.00,$554.89,West,Bob,CUST0027,No
2025-07-15,Groceries,Olive Oil,20,$14.05,0%,$281.00,$47.08,$43.24,West,Bob,CUST0172,No
2025-07-15,Furniture,Sofa,11,$997.21,0%,"$10,969.31",$31.80,"$5,695.16",East,Hank,CUST0157,No
2025-07-15,Furniture,Standing Desk,2,$273.75,0%,$547.50,$42.82,$240.12,South,Bob,CUST0191,No
2025-07-15,Furniture,Dining Table,1,$363.53,0%,$363.53,$30.47,$119.17,West,Alice,CUST0044,No
2025-07-15,Clothing,T-Shirt,3,$46.45,0%,$139.35,$43.34,$31.17,North,Bob,CUST0130,Yes
2025-07-16,Clothing,Jeans,3,$52.89,0%,$158.67,$20.90,$53.87,West,Frank,CUST0132,Yes
2025-07-16,Groceries,Coffee Beans,18,$29.52,20%,$425.09,$8.91,$162.01,Central,Grace,CUST0055,No
2025-07-16,Groceries,Pasta,6,$9.49,15%,$48.40,$37.23,-$19.00,East,Hank,CUST0164,No
2025-07-16,Furniture,Dining Table,15,$395.37,10%,"$5,337.49",$37.90,"$1,938.17",Central,Bob,CUST0069,No
2025-07-17,Clothing,Jacket,16,$210.14,10%,"$3,026.02",$43.40,$908.71,West,Grace,CUST0008,No
2025-07-17,Groceries,Pasta,6,$4.08,0%,$24.48,$31.94,-$21.75,Central,Diana,CUST0189,No
2025-07-17,Sports,Dumbbells,9,$96.93,0%,$872.37,$37.27,$375.71,West,Carlos,CUST0103,No
2025-07-17,Furniture,Office Chair,1,$288.77,0%,$288.77,$32.01,$68.05,Central,Hank,CUST0065,No
2025-07-18,Sports,Tennis Racket,4,$108.83,20%,$348.26,$33.77,$83.49,South,Grace,CUST0116,No
2025-07-18,Electronics,Tablet,5,$380.43,0%,"$1,902.15",$24.64,$640.02,West,Diana,CUST0054,Yes
2025-07-18,Groceries,Cheese,20,$6.55,20%,$104.80,$14.25,$43.65,West,Bob,CUST0058,No
2025-07-18,Electronics,Monitor,4,$384.23,10%,"$1,383.23",$9.38,$615.42,East,Bob,CUST0160,No
2025-07-19,Groceries,Pasta,18,$8.59,15%,$131.43,$32.97,$43.69,West,Hank,CUST0149,No
2025-07-19,Groceries,Coffee Beans,14,$28.38,15%,$337.72,$29.33,$143.02,East,Diana,CUST0163,No
2025-07-19,Sports,Bicycle Helmet,11,$58.50,0%,$643.50,$47.32,$199.95,East,Eve,CUST0022,No
2025-07-19,Groceries,Cheese,1,$7.94,15%,$6.75,$18.89,-$14.96,Central,Bob,CUST0177,No
2025-07-19,Furniture,Office Chair,20,$303.37,10%,"$5,460.66",$44.57,"$2,836.21",Central,Bob,CUST0067,No
2025-07-20,Sports,Tennis Racket,10,$99.51,0%,$995.10,$42.35,$434.06,East,Carlos,CUST0027,No
2025-07-20,Groceries,Pasta,5,$5.06,0%,$25.30,$46.76,-$38.09,West,Diana,CUST0083,No
2025-07-20,Groceries,Coffee Beans,7,$17.98,0%,$125.86,$33.16,$26.32,North,Bob,CUST0194,Yes
2025-07-20,Furniture,Bookshelf,18,$52.83,0%,$950.94,$15.89,$276.73,South,Hank,CUST0027,No
2025-07-20,Sports,Tennis Racket,6,$129.45,5%,$737.86,$3.69,$222.59,Central,Frank,CUST0036,No
2025-07-21,Electronics,Smartphone,14,$932.93,10%,"$11,754.92",$30.63,"$5,823.08",North,Carlos,CUST0058,No
2025-07-21,Groceries,Pasta,13,$7.57,20%,$78.73,$38.37,$7.73,South,Frank,CUST0068,No
2025-07-21,Furniture,Standing Desk,1,$725.84,0%,$725.84,$8.68,$369.47,West,Bob,CUST0033,No
2025-07-22,Clothing,Jacket,8,$154.02,0%,"$1,232.16",$29.15,$510.68,North,Frank,CUST0124,No
